0,1,labels
-17.144236,10.708785,9
12.31193,11.974411,0
4.393751,1.4419941,0
7.440718,4.1822615,3
13.041867,3.9689941,0
6.3243303,18.322702,2
-8.579929,-2.11965,7
5.5102553,28.784307,2
-1.7852715,3.279536,5
-6.2396517,7.6505027,5
11.393485,10.435076,0
-10.203566,12.582976,9
-7.9300466,0.34889472,5
-5.823963,-0.025500646,5
-5.038465,-3.075805,7
-17.110886,7.6261396,9
10.523746,0.69325095,1
13.092922,10.246192,0
5.476755,20.856144,6
2.2973704,5.287199,4
13.004549,3.993214,3
11.143435,0.02769443,1
6.56498,10.340709,4
-3.6703742,20.069931,8
9.717957,20.109493,4
12.721294,5.217245,3
9.051265,13.222918,0
8.04877,25.878511,2
5.730405,12.599176,4
6.4492564,22.349249,4
-2.5983708,-2.4856217,5
6.4370575,1.5568047,3
6.7104053,16.711271,6
1.2261797,1.3666644,6
2.2410245,2.1457713,0
0.6867697,9.141875,8
-3.498722,7.2045274,5
2.3171763,11.219422,2
12.0037985,-3.1556957,1
9.930069,23.83406,6
7.6342936,19.66469,6
-10.757169,-0.49584064,7
-19.404947,6.564825,9
-6.9644094,0.90451473,5
-15.0455675,15.127415,9
5.7575574,17.600868,2
-9.116596,-0.66262805,7
12.772805,7.084751,3
10.922348,9.987297,0
12.458333,9.569862,3
11.744964,2.8013716,3
10.832476,2.708985,3
-9.048739,-0.6619155,7
9.810663,26.289396,2
3.2231588,6.5484266,2
12.299144,11.793268,6
9.178102,7.775174,6
4.7508974,4.711032,8
12.04631,2.9868333,3
5.9966083,0.60277414,3
-12.78541,11.179499,5
6.760555,10.923506,0
-3.7772958,-0.9946375,5
-1.0413245,-2.12265,5
12.465495,7.4468555,0
6.19231,21.929798,2
13.46284,12.648904,0
8.389276,6.9688573,0
4.2603965,16.403114,4
7.757627,-2.4214516,1
4.0428433,14.021443,3
11.628087,-1.7844824,1
6.886018,6.118773,6
12.164809,4.5425777,3
9.813854,-2.5167835,1
10.406454,15.468033,4
9.412516,7.677588,4
8.095902,17.569094,6
8.21294,-2.978354,1
-15.891605,12.270621,9
12.993808,-0.8609656,1
5.0099745,0.8223884,3
-4.5813847,3.680347,5
-11.479517,-1.5142806,7
-18.093445,17.201958,9
-8.810787,1.7384516,7
11.741881,-1.3316523,1
-6.482507,-2.3831415,7
-13.561861,17.683788,9
-13.73934,4.439131,9
-10.002722,6.258101,9
5.313254,2.210044,3
1.667897,5.103992,2
-16.766012,5.1046176,9
11.006427,3.2919269,3
4.8678813,12.432222,6
1.6855302,2.4669893,4
10.194397,-3.829137,1
11.045083,2.3437958,1
-2.4184058,18.189802,8
1.2825166,16.032263,8
7.872299,10.498461,0
8.416836,-2.803949,1
7.74114,-3.1951387,1
4.1707945,10.826932,6
-3.852744,20.59961,8
11.985639,-1.3470479,1
-15.637068,6.3315077,9
-12.537456,-0.7902679,7
-3.233728,24.751247,8
-6.040988,23.137646,8
-10.365019,3.5868232,9
7.4282227,16.460875,6
7.024341,3.4930277,6
7.7027802,1.9368515,3
4.7570076,-1.710835,1
-5.6531086,7.0831065,5
2.3258905,17.275068,4
3.1008363,7.086555,6
-8.819152,-3.5526123,7
-5.140658,0.034127783,5
-6.8732615,-0.04876513,5
-17.591084,11.647622,9
3.3174057,7.0214663,2
7.786831,22.040329,2
-1.4757917,14.405291,2
-9.886485,-1.576491,7
5.854762,3.086633,6
10.820602,19.961325,4
10.440067,1.0932356,1
-3.8053842,14.6762495,8
-6.772849,-4.205538,7
-8.101677,-2.5574572,7
-4.204642,1.6249627,5
3.9665422,8.462683,4
8.037803,24.350035,2
-9.45785,12.876053,9
6.9781327,-2.3563285,1
-6.766779,-3.639599,7
8.383751,23.00548,4
6.5855203,14.693423,6
-14.473658,3.2301366,9
-13.011126,4.5309668,7
12.785096,0.14185447,1
-4.674285,24.358332,8
-4.3073664,-2.454765,7
8.996776,-3.5378048,1
6.832958,20.606968,2
-4.275318,11.106402,8
10.457343,10.367817,0
-12.485182,14.965921,9
14.0039625,4.0020614,1
-3.4759262,14.26876,8
-10.459641,0.6292632,7
14.58477,12.927949,0
-4.25839,-1.8342603,5
-0.2373705,20.494665,8
7.577998,20.42572,6
-2.2846937,4.248232,7
9.8467865,22.349405,2
11.931151,3.465633,0
-4.2313085,15.661155,8
-10.038189,-0.7100098,7
10.232026,-3.2699606,1
6.1938114,6.9444165,6
0.861867,6.7897677,2
2.4675632,8.043811,1
-14.406419,2.293707,9
8.13674,19.263428,6
6.542898,22.58627,0
11.270574,-3.0308628,1
14.5572815,14.709365,0
-3.958716,7.160021,5
-4.1538897,4.071455,5
12.156244,0.2440767,1
-11.989268,0.5771828,7
13.457974,12.267651,0
-8.182733,2.6808424,5
-4.562223,18.939672,8
8.637818,22.015408,4
7.764424,8.26641,0
11.021708,19.20829,4
-0.6673194,5.4501762,0
3.0021331,7.193065,6
3.9803298,14.445852,6
4.160958,15.337745,4
12.111754,4.426629,0
4.56714,5.680209,0
6.7206664,19.32692,4
-11.27806,-0.5642481,7
12.467705,5.297519,3
13.3422785,11.463452,0
-5.4207525,4.4545403,5
-5.1746173,22.231445,8
6.5720963,16.588558,4
8.69521,-1.7890769,1
10.447732,-2.6696815,1
5.7838254,28.758926,2
-10.069852,6.1597505,9
6.5977974,18.958967,2
4.094975,2.3122022,8
-6.8888526,-1.2233704,5
2.3295043,2.6591933,0
6.0936637,18.635227,6
7.6607327,15.1279,3
6.45464,18.313168,4
8.808643,11.493187,6
5.076765,5.3513846,0
-14.658437,9.858741,9
8.404393,-2.1432226,1
-5.1237082,-2.4393303,7
8.711256,3.5246468,3
1.1827662,12.806683,8
-7.078299,8.246032,5
0.58413833,12.945544,8
6.5960574,1.9286087,3
-2.2425795,28.125227,8
-7.9969997,1.4815248,5
3.9988732,23.996298,2
9.925979,9.107468,0
1.6244878,23.088743,8
-14.015118,3.5297692,7
12.278265,5.31913,0
9.078969,2.2908738,3
-9.301923,4.608002,5
15.205016,11.331793,0
-3.757256,25.091652,6
-13.998054,6.419984,5
8.274963,17.84839,2
-8.048475,-2.5816047,7
-4.221265,0.5992094,5
4.781795,18.960028,2
9.265923,9.459644,6
0.19282141,15.293684,8
5.418443,24.207394,2
3.6166306,11.837669,6
-2.7062912,6.415543,8
15.261572,16.465225,0
6.5895257,20.306858,4
6.1107574,12.238937,4
7.694252,15.987177,4
8.015001,24.111408,4
8.743543,20.886383,4
14.983353,6.7728033,1
-7.2443423,2.570132,5
15.111015,8.586414,6
-9.687851,10.161605,5
4.921381,-0.42944464,3
13.14504,3.5199368,3
-13.051329,2.3881729,7
5.7326956,-0.5699776,3
3.9020717,4.3712835,3
5.839587,11.000699,6
4.0513077,16.719816,2
0.34852016,13.398501,8
7.8579707,15.24977,4
4.583434,4.7403073,6
-6.2149363,1.2108536,5
-14.364972,4.9508505,9
7.2987976,-0.0660537,3
5.0324645,12.058428,2
6.2570176,11.2772875,3
4.991645,13.095345,2
6.492997,25.648401,4
8.374802,23.76514,4
-4.3745604,27.650896,8
6.6226363,24.126749,2
-8.320617,7.0694427,5
13.528064,8.037594,3
8.410118,24.182987,0
-5.8862734,-0.68554884,7
8.722928,18.027353,2
13.616271,11.846104,0
8.298263,23.768532,2
-2.4034975,4.8094916,5
-14.218931,0.5584903,7
8.636617,22.07962,2
4.2157836,1.8039032,3
7.530807,-1.5979505,1
-8.248966,-3.9204319,7
-1.5268025,5.0171604,6
9.092986,24.037357,2
-7.439579,3.2436795,9
10.76781,-2.8538084,1
-12.193944,9.456009,9
12.646884,-3.138047,1
7.825106,1.1585162,1
11.800359,10.933265,8
-6.6313987,0.01840816,7
5.2366576,29.00745,8
4.2659993,24.183657,4
4.125439,10.60101,2
5.0901604,5.3315015,6
2.701978,5.5651765,6
-5.199837,-0.40460387,7
-19.572783,8.975024,9
0.6334413,5.5922403,4
6.9749603,22.063522,6
11.501632,-2.727908,1
-11.906496,11.109989,9
-5.5341887,1.4661433,5
7.4706917,25.972292,6
5.688776,8.195695,0
-4.1446877,3.4929235,5
14.676084,11.844504,0
5.9841413,-3.39132,1
6.6113424,23.627739,6
8.645458,-2.5860415,1
10.599924,-2.7395084,1
4.7668905,18.385437,6
-10.77449,-3.6659849,7
6.577142,27.912888,4
3.5891755,28.371887,4
3.9296777,2.6401815,8
7.0669007,18.996033,6
9.259258,9.604612,4
9.435641,16.420465,6
-12.650191,0.34361485,9
11.9998665,18.493586,3
-8.996877,-1.982851,7
-4.451572,-1.6923189,5
11.4222,7.869468,0
-4.303446,15.831239,8
11.605405,4.297783,3
9.07602,13.43718,4
3.3393114,4.497021,0
4.3346224,1.589804,3
3.1211307,1.9051325,3
9.6842985,23.972004,2
14.243332,12.449015,0
10.139432,-3.9511068,1
11.643703,10.793937,0
9.532333,3.7302082,3
-1.9839833,9.491981,8
12.155549,5.2250743,3
-15.464669,17.781136,9
12.620392,5.6486664,1
-15.822689,4.9790764,9
11.578903,8.319682,0
0.45523238,0.29658085,4
-10.72707,-1.9859487,7
-7.3854504,-1.143854,7
-3.5013912,13.151132,8
-6.9363728,0.5006911,5
6.619144,13.730762,6
-1.282992,5.798114,5
3.2582297,7.549144,6
11.320712,5.878205,8
2.246255,6.077767,2
-3.082556,0.3023919,5
10.71737,18.631355,2
7.60409,2.2129745,3
6.5441465,-1.9890469,1
5.9147406,5.5109076,6
4.3108582,8.726347,0
-12.590898,2.2953951,7
0.5167485,11.672483,8
-9.489195,-2.715121,7
1.1361455,13.174844,8
9.566668,4.8519454,1
-12.148833,1.604196,9
5.1988688,14.302427,6
8.235573,10.65365,4
-8.821394,0.5285638,5
-8.0874195,-0.43836293,7
9.310845,-3.298013,1
-7.1949196,-0.72875917,7
2.6378503,6.515113,6
6.9317183,17.022293,6
-7.4922123,-3.1670668,7
10.701753,2.0429614,3
-8.987767,5.1453123,5
3.4884536,14.487539,8
-8.107882,-0.52140236,7
12.34788,3.2334573,3
11.307249,6.8560104,3
-12.075415,11.225724,9
7.0690904,4.778748,0
10.524683,3.9378064,3
5.772716,-1.5257353,1
5.6476088,19.733498,6
